"readingId","gaugeId","gaugeRevisionId","remarks","readingDate","readingHour","readingMinute","quality","rainAmount","snowDepth","snowAccumulation","createdDate","brand","model","description","gaugeType","gaugeTypeOther","lat","lng"
"1630325","2348","2348","71 - 42 ----- Davis Vantage VUE","2014-01-01","7","0","Good","0.0","","","2008-01-13","Davis","","","TruChek","","32.46957100591838","-110.95882335305419"
"1630326","1725","1725","","2014-01-01","7","0","Good","0.0","","","2007-08-14","N/A","","","TruChek","","31.7911568804","-111.0263568163"
"1630343","1005","1005","","2014-01-01","5","33","Good","0.0","","","2007-03-28","La Crosse","","LaCrosse WS-7038U","TippingBucketOrElectronic","","32.2919577244985","-110.80424308776855"
"1630361","1335","1335","","2014-01-01","6","30","Good","0.0","","","2007-07-12","Bought at Ace Hardware","","","TruChek","","32.32545419316276","-110.9598058462143"
"1630371","3002","3002","","2014-01-01","7","0","Good","0.0","","","2008-07-04","Taylor","","","TruChek","","32.09475029329084","-110.83338260650635"
"1630385","7913","7913","","2014-01-01","7","0","Good","0.0","","","2013-12-28","Torrent","","","TruChek","","32.46299815707086","-110.95316827297893"
"1630388","5812","5812","","2014-01-01","7","0","Good","0.0","","","2011-07-01","Productive Alternatives","","","TruChek","","32.27116242320763","-111.03023931384087"
"1630392","3166","3166","","2014-01-01","7","0","Good","0.0","","","2008-07-27","Tru-Chek","","","TruChek","","31.89072621607337","-110.93151926994324"
"1630401","178","178","","2014-01-01","7","0","Good","0.0","","","2006-06-21","","","Brookstone funnel type","TruChek","","32.521099","-110.897514"
"1630402","6555","6555","","2014-01-01","7","0","Good","0.0","","","2012-10-05","Productive Alternatives","","","TruChek","","32.5187","-110.90229"
"1630413","6357","6357","","2014-01-01","7","0","Good","0.0","","","2012-08-01","Stratus","","","TruChek","","32.36667734151787","-110.9659679280594"
"1630414","4419","4419","","2014-01-01","7","0","Good","0.0","","","2009-07-07","Springfield","","","TruChek","","32.28074885466054","-110.7749617472291"
"1630415","196","196","","2014-01-01","7","0","Good","0.0","","","2006-06-17","Davis","","","TruChek","","32.2432233887","-111.0184979439"
"1630427","5974","5974","","2014-01-01","7","0","Good","0.0","","","2011-08-26","Taylor","","","TruChek","","32.2124529667152","-110.7720254659489"
"1630428","4296","4296","","2014-01-01","7","0","Good","0.0","","","2009-05-17","La Crosse","","","TruChek","","32.49655575564161","-110.8983188867569"
"1630430","6538","6538","","2014-01-01","7","0","Good","0.0","","","2012-09-29","Tru-Chek","","","TruChek","","32.37714893325592","-111.13654078915715"
"1630431","1355","1355","","2014-01-01","7","0","Good","0.0","","","2007-07-13","RainWise Rainew","","","TruChek","","32.36317511056115","-111.00445792078972"
"1630437","20","20","","2014-01-01","7","0","Good","0.0","","","2005-07-25","","","","TruChek","","31.9665807536","-110.6931138039"
"1630438","281","281","","2014-01-01","7","0","Good","0.0","","","2006-07-19","N/A","","","TruChek","","32.2807834363","-110.9673643112"
"1630448","6449","6449","","2014-01-01","7","0","Good","0.0","","","2012-09-04","Tru-Chek","","","TruChek","","31.87900486641717","-111.00756740566794"
"1630450","1254","1254","","2014-01-01","7","0","Good","0.0","","","2007-07-10","","","","Other","Davis digital Tipping bucket","32.2938260182","-110.7896411419"
"1630456","162","162","","2014-01-01","7","0","Good","0.0","","","2006-10-06","N/A","","CoCoRAHS offical gauge","TruChek","","32.39318342400378","-110.96568943932652"
"1630457","158","158","","2014-01-01","7","0","Good","0.0","","","2006-06-25","Productive Alternatives","","","TruChek","","32.4139642721","-110.9916973114"
"1630458","6444","6444","","2014-01-01","7","0","Good","0.0","","","2012-09-01","La Crosse","","","TruChek","","32.17115808983002","-111.13429963588715"
"1630465","5166","5166","","2014-01-01","7","0","Good","0.0","","","2010-01-22","Davis","","","TruChek","","32.2274344748694","-110.86442310062637"
"1630472","117","117","","2014-01-01","7","0","Good","0.0","","","2006-07-05","","","will purchase gauge..type?","TruChek","","32.0953547201","-110.6662166119"
"1630473","146","146","72/39","2014-01-01","7","0","Good","0.0","","","2006-06-11","Smith Hawkin","","","TruChek","","32.2191459424","-110.7823240757"
"1630477","5662","5662","","2014-01-01","7","0","Good","0.0","","","2011-01-12","Taylor","","","TruChek","","32.44849750043792","-110.97991704940796"
"1630479","5147","5147","","2014-01-01","7","0","Good","0.0","","","2010-01-20","Acu-Rite","","","TruChek","","32.31111588367715","-111.07303690911976"
"1630486","1216","1216","","2014-01-01","7","0","Good","0.0","","","2007-07-09","","","","TruChek","","32.2496364607","-110.7882302999"
"1630489","3075","3075","72/38","2014-01-01","7","0","Good","0.0","","","2008-07-15","?","","","TruChek","","32.14585718974063","-111.06929734423545"
"1630491","184","184","","2014-01-01","7","0","Good","0.0","","","2006-06-20","Taylor","","","Other","similar to Tru-Chek but square and 6"" tall","32.2261257004","-110.7638597488"
"1630498","3271","3271","","2014-01-01","7","0","Good","0.0","","","2008-08-31","Acu-Rite","","","TruChek","","32.32471983383206","-111.08645439147949"
"1630500","6149","6149","","2014-01-01","7","0","Good","0.0","","","2012-01-31","N/A","","","TruChek","","32.36452575487575","-111.24194955826624"
"1630501","142","142","","2014-01-01","7","0","Good","0.0","","","2006-06-20","Taylor","","","SimpleCatch","","32.3765795075","-111.0644254088"
"1630507","6308","6308","","2014-01-01","7","0","Good","0.0","","","2012-07-16","Unknown","","","TruChek","","32.25548564046078","-110.84493461251668"
"1630511","480","480","","2014-01-01","7","0","Good","0.0","","","2006-09-04","Tru-Chek","","","TruChek","","32.13155168","-110.982658267"
"1630514","6121","6121","","2014-01-01","7","0","Good","0.0","","","2011-12-18","Rainwise, Inc","","","TruChek","","32.30716596698146","-110.96915602684021"
"1630525","3076","3076","","2014-01-01","7","0","Good","0.0","","","2008-07-15","Torrent","","","TruChek","","31.82222543929267","-111.01060152053833"
"1630528","450","450","","2014-01-01","7","0","Good","0.0","","","2006-08-23","N/A","","","TruChek","","32.31396","-111.16924"
"1630540","7433","7433","","2014-01-01","7","0","Good","0.0","","","2013-06-17","Tru-Chek","","","TruChek","","32.34350883269321","-110.93303793668952"
"1630549","203","203","","2014-01-01","7","0","Good","0.0","","","2006-06-24","Acu-Rite","","ACU*RITE Deluxe Lawn & Garden Rain Gauge 6","TruChek","","32.19662598990558","-110.74815541505814"
"1630551","6267","6267","","2014-01-01","7","0","Good","0.0","","","2012-07-06","Stratus","","","TruChek","","32.26812390583419","-110.93858839944005"
"1630578","3203","3203","","2014-01-01","7","0","Good","0.0","","","2008-08-06","N/A","","","TruChek","","32.28818927713864","-110.88318049907684"
"1630579","5822","5822","","2014-01-01","7","0","Good","0.0","","","2011-07-05","Tru-Chek","","","TruChek","","32.09522747265889","-110.67446172237396"
"1630593","497","497","","2014-01-01","7","0","Good","0.0","","","2006-09-08","All Weather","","","TruChek","","32.1155439117","-110.72931289669998"
"1630595","1409","1409","","2014-01-01","7","0","Good","0.0","","","2007-07-18","Acu-Rite","","","TruChek","","32.43675487968805","-110.97863924504964"
"1630596","1260","1260","","2014-01-01","7","0","Good","0.0","","","2007-07-10","N/A","","","TruChek","","32.45618157418954","-111.07415646314621"
"1630599","122","122","","2014-01-01","7","0","Good","0.0","","","2006-06-11","","","","TruChek","","32.3106570638","-111.0667991638"
"1630610","3160","3160","","2014-01-01","8","0","Good","0.0","","","2008-07-26","","","","TruChek","","32.51815754102393","-110.90457916259766"
"1630637","860","860","","2014-01-01","7","0","Good","0.0","","","2007-02-20","NSN6660-00-920-3722","","","TruChek","","32.4223780692389","-110.98432123661041"
"1630641","145","145","","2014-01-01","7","0","Good","0.0","","","2006-06-11","Productive Alternatives","","","TruChek","","32.46092296577196","-110.95713436603546"
"1630652","116","116","","2014-01-01","7","0","Good","0.0","","","2006-06-30","Tru-Chek","","","TruChek","","32.27011125010873","-110.93550503253937"
"1630684","129","129","","2014-01-01","7","0","Good","0.0","","","2006-06-11","Taylor","","","TruChek","","32.25539581644545","-110.88866829872131"
"1630717","5661","5661","","2014-01-01","9","0","Good","0.0","","","2011-01-12","N/A","","","TruChek","","32.45977600234178","-110.94967460645421"
"1630718","4918","4918","","2014-01-01","7","0","Good","0.0","","","2009-12-03","Acu-Rite","","","TruChek","","32.15828729942103","-111.02498562075198"
"1630754","417","417","","2014-01-01","7","0","Good","0.0","","","2006-08-13","Tru-Chek","","","TruChek","","32.16283674459501","-110.75767993927002"
"1630770","166","166","","2014-01-01","7","0","Good","0.0","","","2006-07-02","Productive Alternatives","","","TruChek","","32.18089961419198","-110.80601120047504"
"1630805","499","499","","2014-01-01","7","0","Good","0.0","","","2006-09-09","Davis","","","TruChek","","32.38655738836142","-111.01345002651215"
"1630806","135","135","","2014-01-01","7","0","Good","0.0","","","2006-06-11","Davis","","","TruChek","","31.94989548519042","-110.79481780529022"
"1630816","6017","6017","","2014-01-01","7","0","Good","0.0","","","2011-09-13","Tru-Chek","","","TruChek","","32.3094102589251","-110.90159118175507"
"1631145","408","408","","2014-01-01","7","0","Good","0.0","","","2006-08-11","La Crosse","","","TruChek","","32.2543932294","-110.8371162415"
"1631179","6225","6225","","2014-01-01","7","0","Good","0.0","","","2012-05-20","Wind & Weather","","","TruChek","","32.3175759918738","-111.07662248716224"
"1631185","318","318","","2014-01-01","7","0","Good","0.0","","","2006-07-17","N/A","","","TruChek","","32.1718528253","-110.7426595688"
"1631189","1399","1399","","2014-01-01","7","0","Good","0.0","","","2007-07-17","Stratus","","","TruChek","","31.81016897895594","-111.02660250689951"
"1631234","330","330","","2014-01-01","7","0","Good","0.0","","","2006-07-28","Tru-Chek","","Springfield 5 Inch","TruChek","","32.1408979003","-111.0380834341"
"1631241","5545","5545","","2014-01-01","7","19","Good","0.0","","","2010-08-24","Oregon Scientific","","","TruChek","","32.11207053448044","-110.76502355933599"
"1631253","5325","5325","","2014-01-01","7","0","Good","0.0","","","2010-03-08","Tru-Chek","","","TruChek","","32.30452828614923","-111.08481153845787"
"1631268","80","80","","2014-01-01","10","10","Good","0.0","","","2006-01-13","All Weather","","","TruChek","","32.34217058931149","-111.21304392814636"
"1631319","1229","1229","","2014-01-01","7","0","Good","0.0","","","2007-07-10","Davis","","","TruChek","","32.14598672436939","-110.73027849197388"
"1631333","103","103","","2014-01-01","7","0","Good","0.0","","","2006-07-29","La Crosse","","","TruChek","","32.3535774850585","-111.10339522361755"
"1631360","168","168","","2014-01-01","7","0","Good","0.0","","","2006-06-20","","","","TruChek","","32.2119568668","-111.04185462"
"1631528","231","231","","2014-01-01","7","0","Good","0.0","","","2006-07-07","Tru-Chek","","","TruChek","","32.04244156169651","-110.6803220808547"
"1631554","4317","4317","","2014-01-01","7","0","Good","0.0","","","2009-05-23","N/A","","","TruChek","","32.31817379986719","-111.0301548242569"
"1631589","1854","1854","","2014-01-01","7","0","Good","0.0","","","2007-09-05","","","","Other","Davis Instruments Vantage Pro2","32.2478307742","-110.8618757129"
"1631622","5523","5523","","2014-01-01","7","0","Good","0.0","","","2010-07-31","Stratus","","","TruChek","","32.12961399423143","-111.12982007861547"
"1631625","4173","4173","","2014-01-01","7","0","Good","0.0","","","2009-04-11","Oregon Scientific","","","TruChek","","32.30599619277848","-111.0561990737915"
"1631640","3161","3161","","2014-01-01","7","0","Good","0.0","","","2008-07-26","Acu-Rite","","Acurite Pro. Weather Center + Taylor-Wedge Type + Garden Treasures Cylinder type","TruChek","","32.3747210762674","-111.02087143063954"
"1631656","5268","5268","","2014-01-01","7","0","Good","0.0","","","2010-02-08","","","","TruChek","","32.24300560401556","-111.1663627624511"
"1631719","157","157","","2014-01-01","7","0","Good","0.0","","","2006-06-11","Tru-Chek","","","TruChek","","32.3018157135","-110.8980345726"
"1631817","5287","5287","","2014-01-01","7","0","Good","0.0","","","2010-02-24","Tru-Chek","","","TruChek","","32.24476601550634","-110.8040714263916"
"1632003","2770","2770","","2014-01-01","7","0","Good","0.0","","","2008-05-13","Acu-Rite","","","TruChek","","32.2367496271376","-110.78468115068972"
"1632012","5657","5657","","2014-01-01","7","0","Good","0.0","","","2011-01-08","La Crosse","","","TruChek","","32.23052748289497","-110.97623974084854"
"1632058","419","419","","2014-01-01","7","0","Good","0.0","","","2006-08-14","Torrent","","also have tru-check wedge as backup","Other","Torrent","32.3467253626","-111.0097163916"
"1632076","857","857","","2014-01-01","7","0","Good","0.0","","","2007-02-14","N/A","","","TruChek","","32.3032054495353","-111.0002589225769"
"1632239","4624","4624","","2014-01-01","7","0","Good","0.0","","","2009-09-02","All Weather","","","TruChek","","32.2399293391497","-110.81812083721161"
"1632268","4395","4395","","2014-01-01","7","0","Good","0.0","","","2009-06-30","Taylor","","","TruChek","","32.152598","-110.7691"
"1632438","1728","1728","","2014-01-01","7","0","Good","0.0","","","2007-08-14","Tru-Chek","","","TruChek","","32.23264207783198","-110.9370231628418"
"1632485","6134","6134","","2014-01-01","7","0","Good","0.0","","","2012-01-05","Stratus","","","TruChek","","32.160949294177954","-111.03483326733112"
"1632714","1206","1206","","2014-01-01","7","0","Good","0.0","","","2007-07-07","Stratus","","","TruChek","","32.30552465161976","-110.96659988164902"
"1632920","760","760","","2014-01-01","7","0","Good","0.0","","","2007-01-06","N/A","","","TruChek","","32.33125383601889","-111.03124165535178"
"1633074","1075","1075","","2014-01-01","7","0","Good","0.0","","","2007-06-11","N/A","","","TruChek","","32.5139733073","-110.9240788221"
"1633187","1588","1588","","2014-01-01","7","0","Good","0.0","","","2007-07-30","","","","TruChek","","32.2920983013","-110.8317840099"
"1633220","216","216","","2014-01-01","7","0","Good","0.9400000000000001","","","2006-10-14","","","","Other","Oregon Scientific Mod. RGR682","32.5212107778","-110.8981579542"
"1633424","5472","5472","","2014-01-01","7","0","Good","0.0","","","2010-06-22","Taylor","","","TruChek","","32.2009804032014","-110.80718412995338"
"1633442","182","182","","2014-01-01","7","0","Good","0.0","","","2006-07-14","Productive Alternatives","","","TruChek","","32.48418045844709","-110.92629432678223"
"1633483","6813","6813","","2014-01-01","7","0","Good","0.0","","","2013-01-10","EZVIEW","","","TruChek","","32.25670460687296","-110.79329162836075"
"1633494","119","119","","2014-01-01","7","0","Good","0.0","","","2006-06-11","Taylor","","","TruChek","","32.250255739400004","-110.7149630785"
"1633708","346","346","","2014-01-01","7","0","Good","0.0","","","2006-08-09","","","","TruChek","","32.2141921674","-110.9950688481"
"1634003","1589","1589","","2014-01-01","7","0","Good","0.0","","","2007-07-30","","","","TruChek","","32.1922112169","-111.0217380524"
"1634010","169","169","Max. wind 7 mph.","2014-01-01","7","0","Good","0.0","","","2006-07-03","La Crosse","","","TruChek","","32.290941937","-110.8527588844"
"1634438","2813","2813","","2014-01-01","7","0","Good","0.0","","","2008-05-23","Productive Alternatives","","","TruChek","","32.51034907192096","-111.32101732482624"
"1634631","322","322","","2014-01-01","7","0","Good","0.0","","","2006-09-14","Tru-Chek","","","TruChek","","32.12051376116771","-110.69119977951459"
"1634969","1454","1454","","2014-01-01","7","0","Good","0.0","","","2007-07-22","N/A","","","TruChek","","32.4589110167","-110.9572845697"
"1635019","1331","1331","","2014-01-01","7","0","Good","0.0","","","2007-07-11","Tru-Chek","","","TruChek","","31.9140660832","-110.6205224991"
"1635093","6191","6191","","2014-01-01","7","0","Good","0.0","","","2012-03-19","Taylor","","","TruChek","","32.20597461439636","-110.95860958099365"
"1635626","6404","6404","","2014-01-01","7","0","Good","0.0","","","2012-08-16","N/A","","","TruChek","","32.0667286788249","-110.69367806775665"
"1635769","978","978","","2014-01-01","7","0","Good","0.0","","","2007-03-24","","","","TruChek","","32.123204003","-110.6900936365"
"1636022","3393","3393","","2014-01-01","7","0","Good","0.0","","","2008-09-28","","","","TruChek","","32.22986949803806","-111.0764443874359"
"1636144","6124","6124","","2014-01-01","7","0","Good","0.0","","","2011-12-22","Tru-Chek","","","TruChek","","32.26637909034334","-110.70170652868"
"1636524","859","859","","2014-01-01","7","0","Good","0.0","","","2007-02-20","La Crosse","","","TruChek","","32.31536354458028","-111.00829855073243"
"1636720","2285","2285","","2014-01-01","7","0","Good","0.0","","","2008-01-07","Taylor","","","TruChek","","31.8771123568957","-111.00058414041996"
"1636901","1562","1562","","2014-01-01","7","0","Good","0.0","","","2007-07-28","Tru-Chek","","","TruChek","","32.31283099696875","-111.08878254890442"
"1637101","5281","5281","","2014-01-01","7","0","Good","0.0","","","2010-02-22","Tru-Chek","","","TruChek","","31.925387770999478","-110.99247246980667"
"1637216","4616","4616","","2014-01-01","7","0","Good","0.0","","","2009-08-26","Tru-Chek","","","TruChek","","32.30475","-110.95005"
"1637325","1461","1461","","2014-01-01","7","0","Good","0.0","","","2007-07-22","Taylor","","","TruChek","","32.2933272057","-110.7945495844"
"1637382","4424","4424","","2014-01-01","7","0","Good","0.0","","","2009-07-09","Tru-Chek","","","TruChek","","32.30349297710873","-111.07626977563314"
"1637711","5680","5680","","2014-01-01","7","0","Good","0.0","","","2011-03-05","Davis","","","TruChek","","32.18743","-110.756495"
"1638129","6794","6794","","2014-01-01","7","0","Good","0.0","","","2013-01-08","Productive Alternatives","","","TruChek","","32.36277174641442","-110.99769741296768"
"1638308","1579","1579","","2014-01-01","7","0","Good","0.0","","","2007-07-29","Tru-Chek","","","TruChek","","32.2635385908","-110.8974230289"
"1638366","1382","1382","","2014-01-01","7","0","Good","0.0","","","2007-07-16","","","","TruChek","","32.41842938810802","-111.02524101734161"
"1638651","5262","5262","","2014-01-01","7","0","Good","0.0","","","2010-02-07","Taylor","","","TruChek","","32.2669950796577","-111.2359285354614"
"1638769","6270","6270","","2014-01-01","7","0","Good","0.0","","","2012-07-07","Tru-Chek","","","TruChek","","32.33304675682699","-110.97339257597923"
"1638882","313","313","","2014-01-01","7","0","Good","0.0","","","2006-07-14","Tru-Chek","","","TruChek","","32.18155511722377","-110.81255364418439"
"1638903","5641","5641","","2014-01-01","7","0","Good","0.0","","","2011-01-01","All Weather","","","TruChek","","32.23403786503341","-110.85278248787745"
"1639018","317","317","","2014-01-01","7","0","Good","0.0","","","2006-07-17","Tru-Chek","","","TruChek","","32.3347736929","-111.0133910179"
"1639362","4474","4474","","2014-01-01","7","0","Good","0.0","","","2009-07-17","Tru-Chek","","catalog unknown","TruChek","","32.26606123741706","-110.74980127477033"
"1640009","468","468","","2014-01-01","7","0","Good","0.0","","","2006-09-01","N/A","","","TruChek","","32.2144077519","-110.9766581655"
"1640096","202","202","","2014-01-01","7","0","Good","0.0","","","2006-06-23","N/A","","","TruChek","","32.24831395766245","-110.8051872253418"
"1640740","15","15","","2014-01-01","7","0","Good","0.0","","","2006-06-08","N/A","","","TruChek","","32.3212020793827","-111.002554893494"
"1640761","1303","1303","","2014-01-01","7","0","Good","0.0","","","2007-07-11","","","","TruChek","","32.0953410864","-110.8396965265"
"1641531","6457","6457","","2014-01-01","7","0","Good","0.0","","","2012-09-06","City of Tucson ","","","TruChek","","32.17815515111155","-111.07709884643555"
"1641638","6352","6352","","2014-01-01","7","0","Good","0.0","","","2012-07-30","Manitoba Pool","","","TruChek","","32.26317581338491","-110.99057587981633"
"1641787","288","288","","2014-01-01","7","0","Good","0.0","","","2006-07-10","N/A","","","TruChek","","32.3198602195","-110.8879387379"
"1642485","1040","1040","","2014-01-01","7","0","Good","0.0","","","2007-06-05","Ambient Weather","","","TruChek","","32.08737414662593","-110.69535881280899"
"1643193","755","755","","2014-01-01","7","0","Good","0.0","","","2006-12-28","N/A","","","TruChek","","32.18831388888889","-110.84415555555552"
"1643754","155","155","","2014-01-01","7","0","Good","0.0","","","2006-07-19","Davis","","","TruChek","","32.536791978","-110.8637881279"
"1643881","221","221","","2014-01-01","7","0","Good","0.0","","","2006-07-05","","","","Other","National Weather Service spotter rain gauge","32.2289732696","-111.0325822234"
"1643966","1278","1278","","2014-01-01","7","0","Good","0.0","","","2007-07-10","N/A","","","TruChek","","32.29982890914803","-110.97232342232019"
"1644012","209","209","","2014-01-01","7","0","Good","0.0","","","2006-11-20","Oregon Scientific","","","TruChek","","31.82893925113131","-110.99781811237335"
"1644130","5856","5856","","2014-01-01","7","0","Good","0.0","","","2011-07-09","Stratus","","","TruChek","","32.23813026577154","-110.7997564226389"
"1644178","304","304","","2014-01-01","7","0","Good","0.0","","","2006-08-15","","","","TruChek","","32.27850442","-110.9302774072"
"1645445","7516","7516","","2014-01-01","7","0","Good","0.0","","","2013-07-08","Oregon Scientific","","","TruChek","","31.73926643859064","-111.01016767323017"
"1645902","5932","5932","","2014-01-01","7","0","Good","0.0","","","2011-07-30","N/A","","","TruChek","","32.24550102257827","-111.07771039009094"
"1646309","5912","5912","","2014-01-01","7","0","Good","0.0","","","2011-07-25","Tru-Chek","","","TruChek","","32.28544560382272","-110.95212936401367"
"1646905","1476","1476","","2014-01-01","7","0","Good","0.0","","","2007-07-23","N/A","","","TruChek","","32.30253382201269","-110.99238395690918"
"1646985","1298","1298","","2014-01-01","11","0","Good","0.0","","","2007-07-10","N/A","","","TruChek","","32.2127284489","-110.927259922"
"1647427","1369","1369","","2014-01-01","7","0","Good","0.0","","","2007-07-15","Acu-Rite","","","TruChek","","31.8301971819","-110.9972548485"
"1647964","3395","3395","","2014-01-01","7","0","Good","0.0","","","2008-09-29","Taylor","","","TruChek","","32.301101","-110.803538"
"1647997","3057","3057","","2014-01-01","7","38","Good","0.0","","","2008-07-14","Acu-Rite","","","TruChek","","32.22334332274461","-110.76454246496269"
"1648090","6024","6024","","2014-01-01","7","0","Good","0.0","","","2011-09-16","Acu-Rite","","","TruChek","","32.54431702362725","-111.19685411453247"
"1648135","1213","1213","","2014-01-01","7","0","Good","0.0","","","2007-07-08","N/A","","","TruChek","","32.24541481835304","-111.03502303361893"
"1648205","1600","1600","","2014-01-01","7","0","Good","0.0","","","2007-07-31","","","","Other","Torrent","32.241908","-110.899711"
"1648352","6314","6314","","2014-01-01","7","0","Good","0.0","","","2012-07-19","Stratus","","","TruChek","","32.33168539995553","-110.96496963422396"
"1648417","1701","1701","","2014-01-01","7","0","Good","0.0","","","2007-08-07","","","","TruChek","","32.248885608","-110.9038496017"
"1648842","230","230","","2014-01-01","7","0","Good","0.0","","","2006-08-06","N/A","","","Other","Homemade.  Collector 3 15/16 diam.  Rainfall in inches is volume of water (in cc) / 199.5","31.8629","-110.9799"
"1648903","5501","5501","","2014-01-01","7","0","Good","0.0","","","2010-07-20","Taylor","","","TruChek","","32.18259103674062","-110.8181369304657"
"1649007","22","22","","2014-01-01","7","0","Good","0.0","","","2005-06-01","N/A","","","TruChek","","32.2262709","-110.87668400000001"
"1649084","1197","1197","","2014-01-01","7","0","Good","0.0","","","2007-07-06","All Weather","","","TruChek","","32.27079615823514","-111.05319499969482"
"1649272","5837","5837","","2014-01-01","7","0","Good","0.0","","","2011-07-07","Taylor","","","TruChek","","32.23261125408494","-110.73455286025592"
"1649715","5648","5648","","2014-01-01","7","0","Good","0.0","","","2011-01-07","","","","TruChek","","32.22915342364272","-110.75877320768086"
"1649817","412","412","","2014-01-01","7","0","Good","0.0","","","2006-08-12","Tru-Chek","","","TruChek","","32.31738271316339","-110.87295860052109"
"1649871","309","309","","2014-01-01","7","0","Good","0.0","","","2006-07-13","Tru-Chek","","","TruChek","","32.2432869092","-110.7245600224"
"1650404","194","194","","2014-01-01","7","0","Good","0.0","","","2006-06-16","Tru-Chek","","Taylor wedge type","TruChek","","32.3911778724","-110.9484815598"
"1650519","7616","7616","","2014-01-01","7","0","Good","0.0","","","2013-07-25","N/A","","","TruChek","","32.31152891018135","-110.83536449075154"
"1651303","164","164","","2014-01-01","7","0","Good","0.0","","","2006-06-12","Unknown","","","TruChek","","32.2834048012","-111.2376344204"
"1653367","1193","1193","","2014-01-01","7","0","Good","0.0","","","2007-07-05","","","","TruChek","","32.229501932","-110.7569128275"
"1653409","73","73","","2014-01-01","7","0","Good","0.0","","","2006-01-05","Davis","","","TruChek","","32.2862981921895","-110.746908187866"
"1654104","479","479","","2014-01-01","7","0","Good","0.0","","","2006-09-04","Tru-Chek","","From Pima co. Flood control","TruChek","","32.2459638018","-110.8127617836"
"1654943","7479","7479","","2014-01-01","7","0","Good","0.0","","","2013-07-02","N/A","","","TruChek","","32.23036412158196","-110.8724382519722"
"1654955","1295","1295","","2014-01-01","7","0","Good","0.0","","","2007-07-10","Honeywell","","","TruChek","","32.1706722259","-110.7641601563"
"1654986","14","14","","2014-01-01","7","0","Good","0.0","","","2005-06-01","","","","TruChek","","32.2671584","-110.949532"
"1655016","1345","1345","","2014-01-01","7","0","Good","0.0","","","2007-07-12","N/A","","","TruChek","","32.2176505344","-110.8987292647"
"1655148","2998","2998","","2014-01-01","7","0","Good","0.0","","","2008-07-04","Tru-Chek","","","TruChek","","32.24819361374691","-110.6944087240845"
"1655185","21","21","","2014-01-01","7","0","Good","0.0","","","2005-06-01","Tru-Chek","","","TruChek","","32.25355848782419","-110.94638407230377"
"1655344","5968","5968","","2014-01-01","7","0","Good","0.0","","","2011-08-24","Tenite","","","TruChek","","32.23709124306669","-110.74372601506639"
"1655447","1561","1561","","2014-01-01","7","0","Good","0.0","","","2007-07-28","Tru-Chek","","","TruChek","","32.26117502045844","-110.88404631615504"
"1655512","312","312","","2014-01-01","7","0","Good","0.0","","","2006-07-14","","","","TruChek","","32.2444574922","-110.8015823364"
"1655543","2084","2084","","2014-01-01","7","0","Good","0.0","","","2007-11-23","Davis","","","TruChek","","32.47150016666667","-110.9631"
"1655595","3017","3017","","2014-01-01","7","0","Good","0.0","","","2008-07-07","Tru-Chek","","","TruChek","","32.2938","-111.2318"
"1655609","2125","2125","","2014-01-01","7","0","Good","0.0","","","2007-11-30","","","","TruChek","","32.19790385080317","-111.0846358537674"
"1655639","5809","5809","","2014-01-01","7","0","Good","0.0","","","2011-07-01","Oregon Scientific","","","TruChek","","32.26881399273332","-110.93027204275131"
"1655703","4625","4625","","2014-01-01","7","0","Good","0.0","","","2009-09-03","Davis","","","TruChek","","32.30523265758821","-110.94648009539469"
"1655900","3191","3191","","2014-01-01","7","0","Good","0.0","","","2008-08-02","Tru-Chek","","","TruChek","","31.83770430224657","-110.97021710874287"
"1655931","490","490","","2014-01-01","7","0","Good","0.0","","","2006-09-06","La Crosse","","","TruChek","","32.55727861159502","-111.25080071389675"
"1656133","1306","1306","","2014-01-01","7","0","Good","0.0","","","2007-07-11","Acu-Rite","","","TruChek","","32.27133591662592","-111.05923533439636"
"1656253","6048","6048","","2014-01-01","7","0","Good","0.0","","","2011-10-09","Acu-Rite","","","TruChek","","32.45973254915337","-111.08499526977539"
"1656409","1919","1919","","2014-01-01","7","0","Good","0.0","","","2007-09-20","Tru-Chek","","","TruChek","","32.39422594129596","-110.98855805396624"
"1656440","6188","6188","","2014-01-01","7","0","Good","0.0","","","2012-03-18","Tru-Chek","","","TruChek","","32.45382323303575","-111.0773053765297"
"1656481","6893","6893","","2014-01-01","7","0","Good","0.0","","","2013-01-27","Acu-Rite","","","TruChek","","32.39875133109182","-111.07965230941772"
"1656553","6239","6239","","2014-01-01","7","0","Good","0.0","","","2012-06-16","Davis","","","TruChek","","32.29431575869729","-110.88123321533203"
"1656849","147","147","","2014-01-01","7","0","Good","0.0","","","2006-06-11","Acu-Rite","","","TruChek","","31.83068371396566","-110.99988676607609"
"1656880","7056","7056","","2014-01-01","7","0","Good","0.0","","","2013-03-10","Productive Alternatives","","","TruChek","","31.96618254530141","-110.99330998957157"
"1656912","454","454","","2014-01-01","7","0","Good","0.0","","","2006-08-24","Productive Alternatives","","","TruChek","","32.2835862078","-111.075296402"
"1656986","2152","2152","","2014-01-01","7","0","Good","0.0","","","2007-12-02","Tru-Chek","","","TruChek","","32.29225520296444","-111.01810955988185"
"1657184","2650","2650","","2014-01-01","7","0","Good","0.0","","","2008-04-05","Tru-Chek","","","TruChek","","32.393089415345","-111.08970522880554"
